Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:27:47,2023-08-01 15:27:48,0.298s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 15:27:48,2023-08-01 15:27:48,0.262s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 15:27:48,2023-08-01 15:27:52,4.029s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:27:52,2023-08-01 15:27:52,0.193s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 15:27:52,2023-08-01 15:27:52,0.176s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0818 XL,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 15:27:52,2023-08-01 15:28:05,12.357s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 15:27:53,2023-08-01 15:27:55,1.983s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 15:27:55,2023-08-01 15:27:55,0.142s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 15:27:55,2023-08-01 15:27:57,2.018s,PASSED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 15:27:57,2023-08-01 15:27:58,1.592s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 15:27:58,2023-08-01 15:27:59,0.306s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 15:27:59,2023-08-01 15:27:59,0.270s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 15:27:59,2023-08-01 15:27:59,0.001s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 15:27:59,2023-08-01 15:27:59,0.000s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 15:27:59,2023-08-01 15:27:59,0.000s,PASSED
"randomNumber = ""0818"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 15:27:59,2023-08-01 15:27:59,0.000s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 15:27:59,2023-08-01 15:27:59,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 15:27:59,2023-08-01 15:27:59,0.318s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:27:59,2023-08-01 15:27:59,0.241s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:27:59,2023-08-01 15:28:00,0.249s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:28:00,2023-08-01 15:28:00,0.257s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:00,2023-08-01 15:28:00,0.185s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 15:28:00,2023-08-01 15:28:04,4.019s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:28:04,2023-08-01 15:28:04,0.180s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:04,2023-08-01 15:28:05,0.170s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0819 XL,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 15:28:05,2023-08-01 15:28:18,13.324s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 15:28:05,2023-08-01 15:28:07,1.937s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 15:28:07,2023-08-01 15:28:07,0.142s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:07,2023-08-01 15:28:10,2.921s,PASSED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:10,2023-08-01 15:28:11,1.229s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:11,2023-08-01 15:28:12,0.369s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:12,2023-08-01 15:28:12,0.287s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 15:28:12,2023-08-01 15:28:12,0.000s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 15:28:12,2023-08-01 15:28:12,0.000s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 15:28:12,2023-08-01 15:28:12,0.000s,PASSED
"randomNumber = ""0819"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 15:28:12,2023-08-01 15:28:12,0.000s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 15:28:12,2023-08-01 15:28:12,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 15:28:12,2023-08-01 15:28:12,0.335s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:28:12,2023-08-01 15:28:13,0.409s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:28:13,2023-08-01 15:28:13,0.298s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:28:13,2023-08-01 15:28:13,0.304s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:13,2023-08-01 15:28:13,0.224s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 15:28:13,2023-08-01 15:28:17,4.012s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:28:17,2023-08-01 15:28:18,0.238s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:18,2023-08-01 15:28:18,0.195s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0831 AXIS,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 15:28:18,2023-08-01 15:28:31,12.720s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 15:28:18,2023-08-01 15:28:20,1.801s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 15:28:20,2023-08-01 15:28:20,0.127s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:20,2023-08-01 15:28:23,2.512s,PASSED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:23,2023-08-01 15:28:24,1.347s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:24,2023-08-01 15:28:24,0.375s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:24,2023-08-01 15:28:25,0.409s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 15:28:25,2023-08-01 15:28:25,0.000s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 15:28:25,2023-08-01 15:28:25,0.000s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 15:28:25,2023-08-01 15:28:25,0.000s,PASSED
"randomNumber = ""0831"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 15:28:25,2023-08-01 15:28:25,0.000s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 15:28:25,2023-08-01 15:28:25,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 15:28:25,2023-08-01 15:28:25,0.341s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:28:25,2023-08-01 15:28:25,0.270s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:28:25,2023-08-01 15:28:26,0.279s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:28:26,2023-08-01 15:28:26,0.248s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:26,2023-08-01 15:28:26,0.228s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 15:28:26,2023-08-01 15:28:30,4.018s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:28:30,2023-08-01 15:28:30,0.155s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:30,2023-08-01 15:28:31,0.187s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0833 AXIS,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 15:28:31,2023-08-01 15:28:42,11.747s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 15:28:31,2023-08-01 15:28:33,1.871s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 15:28:33,2023-08-01 15:28:33,0.126s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:33,2023-08-01 15:28:35,2.132s,PASSED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:35,2023-08-01 15:28:36,0.881s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:36,2023-08-01 15:28:36,0.338s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:36,2023-08-01 15:28:37,0.336s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 15:28:37,2023-08-01 15:28:37,0.001s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 15:28:37,2023-08-01 15:28:37,0.000s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 15:28:37,2023-08-01 15:28:37,0.000s,PASSED
"randomNumber = ""0833"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 15:28:37,2023-08-01 15:28:37,0.000s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 15:28:37,2023-08-01 15:28:37,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 15:28:37,2023-08-01 15:28:37,0.318s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:28:37,2023-08-01 15:28:37,0.244s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:28:37,2023-08-01 15:28:37,0.273s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:28:37,2023-08-01 15:28:38,0.314s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:38,2023-08-01 15:28:38,0.201s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 15:28:38,2023-08-01 15:28:42,4.004s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:28:42,2023-08-01 15:28:42,0.168s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:42,2023-08-01 15:28:42,0.180s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0832 AXIS,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 15:28:42,2023-08-01 15:28:54,11.778s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 15:28:43,2023-08-01 15:28:45,1.864s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 15:28:45,2023-08-01 15:28:45,0.126s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:45,2023-08-01 15:28:47,2.016s,PASSED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:47,2023-08-01 15:28:48,1.188s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:48,2023-08-01 15:28:48,0.331s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:48,2023-08-01 15:28:49,0.335s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 15:28:49,2023-08-01 15:28:49,0.001s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 15:28:49,2023-08-01 15:28:49,0.000s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 15:28:49,2023-08-01 15:28:49,0.000s,PASSED
"randomNumber = ""0832"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 15:28:49,2023-08-01 15:28:49,0.000s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 15:28:49,2023-08-01 15:28:49,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 15:28:49,2023-08-01 15:28:49,0.294s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:28:49,2023-08-01 15:28:49,0.234s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:28:49,2023-08-01 15:28:49,0.293s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:28:49,2023-08-01 15:28:50,0.258s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:50,2023-08-01 15:28:50,0.204s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 15:28:50,2023-08-01 15:28:54,4.012s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:28:54,2023-08-01 15:28:54,0.151s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 15:28:54,2023-08-01 15:28:54,0.157s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0859 XL,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 15:28:54,2023-08-01 15:29:06,11.722s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 15:28:54,2023-08-01 15:28:56,1.913s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 15:28:56,2023-08-01 15:28:57,0.127s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:57,2023-08-01 15:28:59,2.700s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 15:28:59,2023-08-01 15:29:00,0.437s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 15:29:00,2023-08-01 15:29:00,0.520s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 15:29:00,2023-08-01 15:29:00,0.000s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 15:29:00,2023-08-01 15:29:00,0.002s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 15:29:00,2023-08-01 15:29:00,0.001s,PASSED
"randomNumber = ""0859"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 15:29:00,2023-08-01 15:29:00,0.001s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 15:29:00,2023-08-01 15:29:00,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 15:29:00,2023-08-01 15:29:01,0.347s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:29:01,2023-08-01 15:29:01,0.228s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:29:01,2023-08-01 15:29:01,0.263s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:29:01,2023-08-01 15:29:01,0.252s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 15:29:01,2023-08-01 15:29:01,0.216s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 15:29:01,2023-08-01 15:29:06,4.012s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:29:06,2023-08-01 15:29:06,0.182s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 15:29:06,2023-08-01 15:29:06,0.171s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0877 XL,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 15:29:06,2023-08-01 15:29:18,12.561s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 15:29:06,2023-08-01 15:29:08,1.960s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 15:29:08,2023-08-01 15:29:08,0.129s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 15:29:08,2023-08-01 15:29:12,3.290s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 15:29:12,2023-08-01 15:29:12,0.481s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 15:29:12,2023-08-01 15:29:12,0.373s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 15:29:12,2023-08-01 15:29:12,0.000s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 15:29:12,2023-08-01 15:29:12,0.000s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 15:29:12,2023-08-01 15:29:12,0.000s,PASSED
"randomNumber = ""0877"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 15:29:12,2023-08-01 15:29:12,0.000s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 15:29:12,2023-08-01 15:29:12,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 15:29:12,2023-08-01 15:29:13,0.323s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:29:13,2023-08-01 15:29:13,0.321s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:29:13,2023-08-01 15:29:13,0.263s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:29:13,2023-08-01 15:29:14,0.382s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 15:29:14,2023-08-01 15:29:14,0.284s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 15:29:14,2023-08-01 15:29:18,4.009s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:29:18,2023-08-01 15:29:18,0.188s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 15:29:18,2023-08-01 15:29:18,0.220s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0878 XL,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 15:29:18,2023-08-01 15:29:31,12.384s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 15:29:19,2023-08-01 15:29:21,1.815s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 15:29:21,2023-08-01 15:29:21,0.125s,PASSED
