Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 14:54:12,2023-08-01 14:54:43,31.118s,FAILED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0818 XL,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 14:54:43,2023-08-01 14:55:04,20.984s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 14:54:43,2023-08-01 14:54:45,1.720s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 14:54:45,2023-08-01 14:54:45,0.127s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 14:54:45,2023-08-01 14:54:57,12.288s,PASSED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 14:54:57,2023-08-01 14:54:58,0.802s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 14:54:58,2023-08-01 14:54:58,0.251s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 14:54:58,2023-08-01 14:54:59,0.214s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 14:54:59,2023-08-01 14:54:59,0.000s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 14:54:59,2023-08-01 14:54:59,0.001s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 14:54:59,2023-08-01 14:54:59,0.000s,PASSED
"randomNumber = ""0818"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 14:54:59,2023-08-01 14:54:59,0.001s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 14:54:59,2023-08-01 14:54:59,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 14:54:59,2023-08-01 14:54:59,0.306s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 14:54:59,2023-08-01 14:54:59,0.182s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 14:54:59,2023-08-01 14:54:59,0.192s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 14:54:59,2023-08-01 14:55:00,0.204s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:00,2023-08-01 14:55:00,0.155s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 14:55:00,2023-08-01 14:55:04,4.003s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 14:55:04,2023-08-01 14:55:04,0.116s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:04,2023-08-01 14:55:04,0.121s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0819 XL,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 14:55:04,2023-08-01 14:55:15,10.688s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 14:55:04,2023-08-01 14:55:06,1.715s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 14:55:06,2023-08-01 14:55:06,0.125s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:06,2023-08-01 14:55:08,1.787s,PASSED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:08,2023-08-01 14:55:09,1.265s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:09,2023-08-01 14:55:09,0.220s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:09,2023-08-01 14:55:10,0.182s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 14:55:10,2023-08-01 14:55:10,0.000s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 14:55:10,2023-08-01 14:55:10,0.000s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 14:55:10,2023-08-01 14:55:10,0.001s,PASSED
"randomNumber = ""0819"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 14:55:10,2023-08-01 14:55:10,0.000s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 14:55:10,2023-08-01 14:55:10,0.001s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 14:55:10,2023-08-01 14:55:10,0.189s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 14:55:10,2023-08-01 14:55:10,0.148s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 14:55:10,2023-08-01 14:55:10,0.148s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 14:55:10,2023-08-01 14:55:10,0.185s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:10,2023-08-01 14:55:10,0.128s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 14:55:10,2023-08-01 14:55:14,4.002s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 14:55:14,2023-08-01 14:55:14,0.133s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:14,2023-08-01 14:55:15,0.163s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0831 AXIS,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 14:55:15,2023-08-01 14:55:29,14.396s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 14:55:15,2023-08-01 14:55:17,1.683s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 14:55:17,2023-08-01 14:55:17,0.124s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:17,2023-08-01 14:55:22,5.216s,PASSED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:22,2023-08-01 14:55:23,1.530s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:23,2023-08-01 14:55:24,0.238s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:24,2023-08-01 14:55:24,0.208s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 14:55:24,2023-08-01 14:55:24,0.001s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 14:55:24,2023-08-01 14:55:24,0.000s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 14:55:24,2023-08-01 14:55:24,0.000s,PASSED
"randomNumber = ""0831"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 14:55:24,2023-08-01 14:55:24,0.000s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 14:55:24,2023-08-01 14:55:24,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 14:55:24,2023-08-01 14:55:24,0.202s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 14:55:24,2023-08-01 14:55:24,0.176s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 14:55:24,2023-08-01 14:55:24,0.173s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 14:55:24,2023-08-01 14:55:25,0.198s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:25,2023-08-01 14:55:25,0.138s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 14:55:25,2023-08-01 14:55:29,4.006s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 14:55:29,2023-08-01 14:55:29,0.099s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:29,2023-08-01 14:55:29,0.123s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0833 AXIS,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 14:55:29,2023-08-01 14:55:42,12.902s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 14:55:29,2023-08-01 14:55:31,1.742s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 14:55:31,2023-08-01 14:55:31,0.122s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:31,2023-08-01 14:55:35,4.077s,PASSED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:35,2023-08-01 14:55:36,1.201s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:36,2023-08-01 14:55:37,0.196s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:37,2023-08-01 14:55:37,0.182s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 14:55:37,2023-08-01 14:55:37,0.000s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 14:55:37,2023-08-01 14:55:37,0.001s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 14:55:37,2023-08-01 14:55:37,0.000s,PASSED
"randomNumber = ""0833"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 14:55:37,2023-08-01 14:55:37,0.000s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 14:55:37,2023-08-01 14:55:37,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 14:55:37,2023-08-01 14:55:37,0.212s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 14:55:37,2023-08-01 14:55:37,0.166s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 14:55:37,2023-08-01 14:55:37,0.180s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 14:55:37,2023-08-01 14:55:38,0.205s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:38,2023-08-01 14:55:38,0.128s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 14:55:38,2023-08-01 14:55:42,4.005s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 14:55:42,2023-08-01 14:55:42,0.116s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:42,2023-08-01 14:55:42,0.125s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0832 AXIS,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 14:55:42,2023-08-01 14:55:52,10.323s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 14:55:42,2023-08-01 14:55:44,1.721s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 14:55:44,2023-08-01 14:55:44,0.124s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:44,2023-08-01 14:55:46,1.912s,PASSED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:46,2023-08-01 14:55:47,0.885s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:47,2023-08-01 14:55:47,0.211s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:47,2023-08-01 14:55:47,0.188s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 14:55:47,2023-08-01 14:55:47,0.000s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 14:55:47,2023-08-01 14:55:47,0.000s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 14:55:47,2023-08-01 14:55:47,0.001s,PASSED
"randomNumber = ""0832"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 14:55:47,2023-08-01 14:55:47,0.000s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 14:55:47,2023-08-01 14:55:47,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 14:55:47,2023-08-01 14:55:47,0.185s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 14:55:47,2023-08-01 14:55:48,0.148s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 14:55:48,2023-08-01 14:55:48,0.159s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 14:55:48,2023-08-01 14:55:48,0.186s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:48,2023-08-01 14:55:48,0.129s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 14:55:48,2023-08-01 14:55:52,4.012s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 14:55:52,2023-08-01 14:55:52,0.110s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 14:55:52,2023-08-01 14:55:52,0.128s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0859 XL,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 14:55:52,2023-08-01 14:56:12,19.854s,FAILED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 14:55:52,2023-08-01 14:55:54,1.693s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 14:55:54,2023-08-01 14:55:54,0.124s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 14:55:54,2023-08-01 14:56:03,9.083s,PASSED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 14:56:03,2023-08-01 14:56:06,3.034s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 14:56:06,2023-08-01 14:56:07,0.255s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 14:56:07,2023-08-01 14:56:07,0.229s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 14:56:07,2023-08-01 14:56:07,0.000s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 14:56:07,2023-08-01 14:56:07,0.000s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 14:56:07,2023-08-01 14:56:07,0.000s,PASSED
"randomNumber = ""0859"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 14:56:07,2023-08-01 14:56:07,0.000s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 14:56:07,2023-08-01 14:56:07,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 14:56:07,2023-08-01 14:56:07,0.211s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 14:56:07,2023-08-01 14:56:07,0.160s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 14:56:07,2023-08-01 14:56:07,0.190s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 14:56:07,2023-08-01 14:56:08,0.196s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 14:56:08,2023-08-01 14:56:08,0.138s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 14:56:08,2023-08-01 14:56:12,4.016s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 14:56:12,2023-08-01 14:56:12,0.111s,FAILED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 14:56:12,2023-08-01 14:56:12,0.199s,FAILED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0877 XL,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 14:56:12,2023-08-01 15:05:58,9m - 46.298s,FAILED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 14:56:12,2023-08-01 14:56:14,1.678s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 14:56:14,2023-08-01 14:56:14,0.126s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 14:56:14,2023-08-01 15:01:14,5m - 0.070s,FAILED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 15:01:14,2023-08-01 15:01:45,31.166s,FAILED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 15:01:45,2023-08-01 15:02:17,31.158s,FAILED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 15:02:17,2023-08-01 15:02:48,31.122s,FAILED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 15:02:48,2023-08-01 15:02:48,0.000s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 15:02:48,2023-08-01 15:02:48,0.001s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 15:02:48,2023-08-01 15:02:48,0.000s,PASSED
"randomNumber = ""0877"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 15:02:48,2023-08-01 15:02:48,0.000s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 15:02:48,2023-08-01 15:02:48,0.000s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 15:02:48,2023-08-01 15:03:19,31.101s,FAILED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:03:19,2023-08-01 15:03:50,31.102s,FAILED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 15:03:50,2023-08-01 15:04:21,31.113s,FAILED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:04:21,2023-08-01 15:04:52,31.080s,FAILED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 15:04:52,2023-08-01 15:05:23,31.101s,FAILED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 15:05:23,2023-08-01 15:05:27,4.006s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 15:05:27,2023-08-01 15:05:27,0.055s,FAILED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 15:05:27,2023-08-01 15:05:58,31.149s,FAILED
,,,,,,,
